"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm7808308,James DeWille,,
nm7808411,Yulian Diaz,,
nm7808511,Kayra Aleyna Zabçi,,
nm7808549,Griffin Robert Faulkner,,
nm7808651,Nick Brown,,
nm7808667,Owen Arwyn,,
nm7808673,Celia Aniskovich,,
nm7808688,Peter Mayer-Klepchick,,
nm7808717,Amogh Deshpande,,
nm7808790,John Hale III,,
nm7808955,Lara Catrin,,
nm7809048,Sissi Rada,,
nm7809064,Corey Barger,,
nm7809104,Mike Bredon,,
nm7809133,Elizabeth Bennett,,
nm7809344,Esther Hirzel Galarza,,
nm7809377,Don Anderson,,
nm7809435,Evan Castelloe,,
nm7809655,Steve Winn,,
nm7809660,Direnzo Lorraine,,
nm7809691,Vladimir Kruglov,,
nm7809743,Jörg Gollasch,1967,
nm7809797,Marian Westholzer,,
nm7809810,Jenny Paris,,
nm7809840,Jean Riley,,
nm7809884,Nishesh,,
nm7809885,Baby Vaishnavi,,
nm7809891,Malgorzata Sobieszczanska,,
nm7809897,Sebastián Peña Escobar,,
nm7810053,Yu Mizuno,,
nm7810067,Gisa Pauly,,
nm7810256,Nick Hans,,
nm7810287,Steve Murillo,,
nm7810289,Richard Pearson,,
nm7810386,Ignat Pakhotin,,
nm7810496,Nick Arciaga,,
nm7810590,Elias Serpa,,
nm7810630,Isla McMonigle,,
nm7810671,Nora Bidere,,
nm7810676,Roberts Bekeris,,
nm7810790,Keith Baptista,,
nm7810811,Gül Arici,,
nm7810819,Linda Lewis,,
nm7810830,Denise Bonds,,
nm7810955,Vaibhavi Hankare,,
nm7811118,Adam Avil,,
nm7811141,Jay Adams,,
nm7811197,Peter Clemmedson,,
nm7811267,Ozan Bayrasa,,
nm7811337,Xiaobei Cao,,
nm7811395,Dave Streicher,,
nm7811397,Billy Barratt,,
nm7811399,Lottie Tolhurst,,
nm7811573,Mario de Beni Arrigoni,,
nm7811577,Joe Beef,,
nm7811599,Jacques Abbatucci,,
nm7811772,Jun Wang,,
nm7811773,Ken Chen,,
nm7811796,Harvey Daniels,,
nm7811855,Maik Scholz,,
nm7811856,Kai Kreuser,1993,
nm7811885,Srinivas Reddy,,
nm7811991,Geoffrey Martin,,
nm7812130,Vladislav Khesin,,
nm7812209,Mithat Can Özer,,
nm7812210,Ayse Balibey Tanil,,
nm7812264,Hiroaki Sakata,,
nm7812421,Daniel Delosh,,
nm7812451,Katsuyoshi Yamashita,,
nm7812480,Nikhat Khan,,
nm7812527,Brain Walkes,,
nm7812542,Chutian Liu,2009,
nm7812636,Sharan Velayudhan Nair,,
nm7812642,Joe DeSoto,,
nm7812696,Jack Brown,,
nm7812739,Harald Mæle,,
nm7812796,Bente Petersen,,
nm7812857,Shivangi Joshi,1995,
nm7812866,Elliot Kelly,,
nm7812903,Adalean Coade,,
nm7812922,Brendon Berg,,
nm7812927,Ju-Gang Bai,,
nm7812929,Owen Neistat,,
nm7812936,Candice Pool,,
nm7812963,Miho Aotsuka,,
nm7812980,Anastasiya Sedikova,,
nm7813038,Vincent Guglielmina,,
nm7813059,Zihe Liu,,
nm7813336,Chris Cobb,,
nm7813461,Mehmet Ali Yilmaz,,
nm7813582,Sara Berlyn,,
nm7813605,Alice George,,
nm7813606,Rahman Mohammed Ali,,
nm7813823,Harley Gallacher,,
nm7813842,Haruka Takahashi,,
nm7813873,Yossi Melman,,
nm7813889,Milivoj Asner,,
nm7813890,Edeltraut Aschner,,
nm7813891,Sándor Képíró,,
nm7813893,Josef Scheungraber,,
nm7813894,Jana Gretschel,,
nm7813895,Ursula Haverbeck,1928,
nm7813905,Alexandros Papadoulakis,,
nm7813908,Giannis Melitopoulos,,
nm7813933,Dan Souza,,
nm7813946,Beatrix Klukon,,
nm7813969,Langley Lamark,,
nm7814011,Feroze Khan,,
nm7814012,Jibrayl Ahmed Rajput,,
nm7814013,Abdul Khaliq Khan,,
nm7814036,Travis Leake,,
nm7814078,Dmitriy Kondratenko,,
nm7814080,Nikita Ordynskiy,,
nm7814126,Mangesh Kanthale,,
nm7814128,Titeeksha Tawde,,
nm7814246,Kendra Eaves,,
nm7814325,Byron Brown II,,
nm7814378,Demirhan Ersunar,1941,
nm7814431,Petr Romanov,1989,
nm7814433,Marta Kessler,2009,
nm7814595,Ning Wen,,
nm7814603,Artyom Solovyov,,
nm7814604,Viktor Solodovnikov,,
nm7814605,Aram Oganesyan,,
nm7814633,Ming Liang,,
nm7814925,Ryan Leigh,,
nm7814940,Maksim Chukharyov,,
nm7814987,Giordano Bianchi,,
nm7815101,Jawed Mahmood,,
nm7815156,Leopold Ferdinand Schill,,
nm7815197,Morteza Jafari,,
nm7815208,Emma Bucht,,
nm7815423,Steve Frato,,
nm7815424,James Brower III,,
nm7815425,Gloria Frato,,
nm7815553,Ratan Sil Sarma,,
nm7815567,Kimberly Cashner,,
nm7815616,Touseef Shaukat,,
nm7815807,Lei Chen,,
nm7815808,Wenwen Li,,
nm7815809,Meng Yu,,
nm7815831,Maciej Miszczak,,
nm7815842,Karen M. Barnes,,
nm7815848,Stephen Ardain,,
nm7815941,Heather Currey,,
nm7816194,Amanza Smith,,
nm7816195,Nagnath S. Inamdar,,
nm7816285,Kalim Koleilat,,
nm7816345,Profound Music,,
nm7816384,Jasmina Parent,,
nm7816429,Matthew Rose,,
nm7816525,Rudy Moca,,
nm7816526,Theo Marton,,
nm7816536,Vizi Imre,,
nm7816537,Alexandra Pater,,
nm7816538,Ovidiu Radian Vasu,,
nm7816542,Niki Georgiev,,
nm7816594,Duncan Macmillan,,
nm7816708,Mike Griffin,,
nm7816743,Maitê Schneider,,
nm7816879,Daniil Izotov,2008,
nm7816880,Viktor Stepanyan,,
nm7816881,Tatev Hovakimyan,,
nm7816884,Mikael Aramyan,,
nm7816887,Aleksey Gravitskiy,1978,
nm7816888,Grant Barsegyan,1967,
nm7816909,Nilufer Yenidogan,,
nm7817011,Deepak Reddy,,
nm7817308,Aisawanya Areyawattana,,
nm7817336,Jane Rohde Olesen,,
nm7817511,Rahul Abburi,,
nm7817606,Yuriy Ryazanov,,
nm7817609,Roman Vladykin,,
nm7817647,Daley Catherine,,
nm7817658,Michael Koskoff,1942,2019
nm7817696,Toshiya Inaba,,
nm7817746,René Escobar Jr.,1989,
nm7817961,Ali Riza Yilmaz,,
nm7817985,Özgün Karaman,,
nm7817986,Berna Koraltürk,,
nm7817987,Tolga Pancaroglu,,
nm7817988,Ertunç Tuncer,,
nm7817992,Venu Gopal Reddy,,
nm7817995,Laurentiu Plesa,,
nm7817997,Aki Species,,
nm7818089,Yaroslav Zaytsev,,
nm7818139,Deniz Altan,1994,
nm7818141,Cem Kenar,1990,
nm7818144,Elif Sevinç,,
nm7818306,Shailesh Shrestha,1989,
nm7818375,Wen-You Cai,,
nm7818376,Wenhao Cai,,
nm7818421,Chris Davissen,,
nm7818479,Lani Yamanaka,,
nm7818547,Erik Konfár,1996,
nm7818627,Abu Zafar Khan,,
nm7818781,Evgeniy Sinchukov,1974,
nm7818786,Adam Davies,,
nm7818935,Yuuko Tone,,
nm7818944,Firat Baskale,,
nm7818945,M. Emin Bozarslan,,
nm7818981,Lisa Doyle,,
nm7819022,Hannes Niggenaber,,
nm7819066,Conor Kelley,,
nm7819071,Rosie Howells,,
nm7819096,Bri Collins,,
nm7819145,Andy Haman,1966,2021
nm7819254,Davide Camarrone,,
nm7819288,Kimi Monroe,,
nm7819289,Jeremy Chris,,
nm7819290,Jon Flynn,,
nm7819331,Giuseppe Monticciolo,,
nm7819375,Will Buie Jr.,2007,
nm7819380,Benjamin Jaekle,,
nm7819381,Joe Laurino,,
nm7819382,Greg Orlando,,
nm7819414,Subho Raj,,
nm7819421,Damla Colbay,1993,
nm7819423,Murat Kapu,,
nm7819425,Asia Doubikin,,
nm7819448,Serhan Onat,,
nm7819450,Sinem Karel Gürtekin,,
nm7819459,Christina Cervenka,,
nm7819498,Sezgi Sena Akay,1995,
nm7819499,Çagla Özavci,1991,
nm7819500,Tolga Mendi,1993,
nm7819501,Mahir Erol,,
nm7819514,Poyraz Bayramoglu,,
nm7819615,Salem Zaazaa,,
nm7819619,Peter Michael Davison,,
nm7819647,Gitanjali Selvaraghavan,,
nm7819648,Amrit,,
nm7819649,Sridhar,,
nm7819687,Dominykas Klajumas,,
nm7819725,Yigit Okan,,
nm7819726,Sedef Bayburtluoglu,,
nm7819727,Yasemin Kirbas,,
nm7819728,Isil Karahanoglu Zaimoglu,,
nm7819801,Sam Barlow,,
nm7819806,Peter Barry,,
nm7819976,Dave Warren,,
nm7820013,Philip Huffman,,
nm7820018,Eros,,
nm7820044,L.H. Wynne,,
nm7820068,Miguel 'Mike' Wise,1986,
nm7820179,Kerry Bexley,,
nm7820251,Chicco Kurniawan,,
nm7820346,John Witherspoon,,
nm7820347,Chelsea Laird,,
nm7820442,Rajesh Kannan,,
nm7820492,Natashya Lórien Hawley,,
nm7820593,Marco Abrosino,,
nm7820603,Antonella Lattanzi,,
nm7820636,Gregory Diaz IV,,
nm7820640,Ashley Green,,
nm7820641,Rodney Scott,,
nm7820642,Mark Mahefka,,
nm7820644,Adam Cohn,,
nm7820716,Fred Iselin,,
nm7820979,Ali Mattu,,
nm7821001,Thierry Chow,,
nm7821005,Selene Cheung,,
nm7821031,Chris Bollinger,1991,
nm7821047,Jason Cheung,,
nm7821055,Jinpo Yip,,
nm7821071,Masaki Nakao,1996,
nm7821072,Miki Yanagi,1997,
nm7821073,Tsurugi Watanabe,1996,
nm7821093,Gareth Prescott,,
nm7821194,Agus Pestol,,
nm7821198,Mahfuzul Haque Ashique,,
nm7821286,Shreyas Manohar,1995,
nm7821387,Leanna Chea,,
nm7821415,Niamul Mukta,,
nm7821632,Nevena Kertova,,
nm7822038,Ren Fukusaki,,
nm7822134,Jadish Bhagwati,,
nm7822149,Helen Bohen,,
nm7822152,Caroline Bell,,
nm7822154,Don Ayers,,
nm7822157,Regina Barreca,,
nm7822161,Gregory Anrig,,
nm7822294,Colin Caplan,,
nm7822404,Jack Scacco,,
nm7822433,Mallory Corinne,,
nm7822446,Vatsan Chakravarthy,,
nm7822509,Callum Blades,,
nm7822537,Sarah Visel,,
nm7822684,June Leaf,1929,
nm7822822,Joaquin San Clemente,,
nm7822866,Carl Blondin,,
nm7822885,Matthew Alexander,,
nm7822945,Oleg Smirnoff,,
nm7822956,Alex Noschese,,
nm7823105,Jay Hutton,,
nm7823106,Sketch,,
nm7823107,Louisa Hopper,,
nm7823108,Alice Perrin,,
nm7823109,Victoria Balch,,
nm7823216,Przemyslaw Brynkiewicz,,
nm7823263,Jennifer K. Tidwell,,
nm7823302,Raz Tsipris,,
nm7823305,Deepthy Venashkumar,,
nm7823313,Bob Dennis,,
nm7823315,Adam Murtland,,
nm7823340,Racheli Rottner,,
nm7823362,Neil Overend,,
nm7823363,Haydn Reid,,
nm7823374,Dmitriy Vysotskiy,1971,
nm7823466,Barbara Kröger,,
nm7823472,Alexia Chardard,,
nm7823581,Tilman Döbler,2006,
nm7823624,Riley Warmoth,,
nm7823627,Manish Bishla,,
nm7823822,Brenna Coates,,
nm7823823,Muhammed Ceylan,,
nm7823824,Beytullah Onur,,
nm7823825,Harun Kiliç,,
nm7823826,Baran Kendirlioglu,,
nm7823975,Jing Wang,,
nm7824193,Malcolm Clark,,
nm7824203,Logan Nelson,,
nm7824247,Shawn Adams,,
nm7824471,Sophie Eickhoff,,
nm7824544,David Zeitlin,,
nm7824575,Michael Ferris,,
nm7824576,Dan Johnson,,
nm7824613,Tengyuan Liu,,
nm7824692,Sathish Suriya,,
nm7824745,Daniel Bauer,,
nm7824762,Ciao Kang,,
nm7824763,Bing Wang,,
nm7824764,Yali Zhu,,
nm7824765,Heran Shi,,
nm7824847,Caroline Johnson,,
nm7824975,Dilan Jay,,
nm7824978,Rob O'Brien,,
nm7825105,Maksim Gelman,,
nm7825110,Joseph Giacalone,,
nm7825134,C.E. Louis,,
nm7825150,Abigail McGuire,,
nm7825151,Jessica Diaz,,
nm7825155,Rachel Hockett,,
nm7825156,Joseph Lopez,,
nm7825157,Liam Remick,,
nm7825163,Gábor Subicz,,
nm7825269,Fleek,,
nm7825333,Sebastian Griegel,1993,
nm7825379,Henrik Friis de Magalhães e Meneses,,
nm7825380,Louise Frederikke Kofoed-Dam,,
nm7825381,Abigail Grosse,,
nm7825382,Tera Dahl,,
nm7825383,Piper Phillips,,
nm7825743,Robert Lopez,,
nm7825781,Evgeniya Girzekorn,,
nm7825784,Said Davdiev,,
nm7825785,Maksim Anikin,,
nm7825786,Aleksey Shuravin,,
nm7825793,Tommy O'Brien,,
nm7825821,Corey J. Feldman,,
nm7825825,Alison Leathart,,
nm7825840,Dena Riley,,
nm7825854,Randy Slavin,,
nm7825973,Daniel O'Malley,,
nm7826047,Yuriko Abe,,
nm7826091,Earl Forrest,,
nm7826102,Marsuvio Sánchez,,
nm7826189,Asad Siddiqui,,
nm7826206,Aleksandra Lupashko,1992,
nm7826293,Pavel Kim,,
nm7826296,Will Farmer,,
nm7826299,Adam Schoon,,
nm7826373,Daniel Hardy Hall,,
nm7826465,Hannah Stocking,1992,
nm7826530,Amita Madhvani,,
nm7826553,John Parry,,
nm7826558,Tommy Vilés,,
nm7826600,In-ho Tae,1980,
nm7826721,Etienne Fouillade,,
nm7826784,Mitch Ryan,,
nm7826814,Ekaterina Vladimirova,1991,
nm7826815,Nikita Abdulov,,
nm7826832,Magali Batut,,
nm7826834,Jeanne Burel,,
nm7826866,Luke Borrett,,
nm7827190,Bharat Manjule,,
nm7827235,Christian Whitehead,,
nm7827237,Lee Hicken,,
nm7827238,Stacey Hicken,,
nm7827244,Daniel Chapman,,
nm7827245,Giuseppe de Luca,,
nm7827346,Sofia Fe Soe,,
nm7827348,Franz Malmsten,,
nm7827365,Kamal Seydo,,
nm7827366,Ken B. Wood,,
nm7827367,Senar Turgut,,
nm7827368,Hüseyin Erdem,,
nm7827376,Claire Gagnon-King,,
nm7827439,Kacper Szymanski,,
nm7827475,Jason Perlman,,
nm7827476,Stephen Lee Carr,,
nm7827568,Ajith V. Reddy,,
nm7827610,Michael Angelo,,
nm7827766,Will Dehaan,,
nm7827769,Gou Xingyan,,
nm7827827,Kevin Htain,,
nm7827879,Parker Bates,2007,
nm7827939,Malcolm T. Goldman,,
nm7827964,Pako Leung,,
nm7827998,Kenshirô Iwai,,
nm7828034,Bob Bertolet,,
nm7828073,Arsi Nami,1984,
nm7828133,Jillian Geurts,,
nm7828136,Harry Singh Jawandha,,
nm7828163,Savin Shetty,,
nm7828360,Mehmet Akça,,
nm7828370,Hüseyin Karatay,,
nm7828487,Mat Bastard,,
nm7828508,Alex Don,,
nm7828534,Gene Hobbs III,,
nm7828602,Chela Castro,,
nm7828667,Tabraiz Haroon,,
nm7828668,Jawad Itani,,
nm7828930,Ilana Casoy,,
nm7829070,Iman Amity,,
nm7829072,Jessica Bach,,
nm7829211,Jenya Chaplin,1985,
nm7829340,Matt Richards,,
nm7829396,Pascal Charrue,,
nm7829412,Rodrigo Maia,,
nm7829430,Reynold Poernomo,,
nm7829657,Louis Chiche,,
nm7829658,William Chiche,,
nm7829659,Gabriel Chiche,,
nm7829721,Seth Degler,,
nm7829869,Tony Sgro,,
nm7829921,Ilirida Memedovski,,
nm7829926,Debbie Wanner,,
nm7829928,Cydney Gillon,,
nm7829929,Tai Trang,,
nm7830015,Matthew Myers,,
nm7830046,MarkAnthony Baca,,
nm7830212,Blake Schaffer,,
nm7830213,Raymond Fountain,,
nm7830280,Caroline Sciama,,
nm7830379,Tiana Le,,
nm7830380,Ramin Afshari,,
nm7830427,Britt Snel,,
nm7830465,Matthew Tingle,,
nm7830467,Natacha Krief,,
nm7830492,Sudhir Koushik,,
nm7830495,Arun Das,,
nm7830502,All India Bakchod,,
nm7830504,Vikram Singh,,
nm7830509,Marco Ciatti,,
nm7830510,Arturo Galansino,,
nm7830573,Cosetta Lagani,,
nm7830602,Howard Shrier,,
nm7830641,Cveta Vuletic,,
nm7830642,Luka Bauer,,
nm7830643,Stevan Palinkas,,
nm7830645,Franja Handreva,,
nm7830646,Aleksandar Lopatin,,
nm7830647,Ivana Zilnik,,
nm7830648,Milica Zilnik,,
nm7830658,Thomas Ambrosi,,
nm7830687,Max Major,1983,
nm7830693,Fanny Sage,,
nm7830914,Juliette Amoroso,,
nm7830920,Clover Kao,1990,
nm7830962,Alana Smithee,,
nm7831123,Wasteclay Moreas,,
nm7831124,Nerea Revilla,,
nm7831144,Patrizio Knight,,
nm7831278,Tom Athey,,
nm7831295,Benjamin Delaux,,
nm7831311,Adnan Faruque Hillol,,
nm7831351,Tara Helfer,,
nm7831483,Ryan Rimas,,
nm7831533,Vivian Beer,,
nm7831534,Bradley Bowers,,
nm7831536,Miles Endo,,
nm7831538,Kyle Huntoon,,
nm7831539,Alexis Moran,,
nm7831584,Simon Sparks,,
nm7831587,A. Michael Richards,,
nm7831699,Gülbin Aydin,,
nm7831775,Real Ruby,,
nm7831865,Greta Barkauskaite,,
nm7831867,Evelina Bredikyte,,
nm7831883,Leonid Baran,,
nm7831910,Lau Wan,,
nm7831917,Katarzyna Gryga,,
nm7831918,Rafal Stepien,,
nm7832017,Kayla Clark,,
nm7832086,Joanna Hausmann,,
nm7832118,Seiji Harada,,
nm7832281,Cazz Cerkez,,
nm7832364,Anna Schumacher,,
nm7832380,Yilun Sheng,1992,
nm7832382,Menglong Yu,,
nm7832383,Junchen Guo,1997,
nm7832384,Ling Hai,,
nm7832385,Qilin Jiang,1985,
nm7832387,Yuchang Peng,,
nm7832389,Xiaomeng Cheng,,
nm7832390,Shuhuan Zheng,,
nm7832398,Shuang Qin,,
nm7832399,Menglu Shang,,
nm7832400,Cheng Xian,,
nm7832560,Pepe Torres,,
nm7832585,Dywayne Thomas,1977,
nm7832675,Lise Akoka,,
nm7832704,Chun-Him Lau,,
nm7832766,Muharrem Türkseven,1989,
nm7832780,Harun Al Rashid,,
nm7832790,Jeffrey Ho,,
nm7832800,Oghenero Gbaje,,
nm7832861,Anda Ionescu,,
nm7832867,Asta,,
nm7832957,Guillaume Allary,,
nm7832975,Veljo Runnel,,
nm7832979,Nejat,,
nm7833020,Amir Bageria,,
nm7833130,Affan Waheed,,
nm7833131,Rabab Hashim,,
nm7833167,Alex J. Pulickal,,
nm7833218,Anouk Paeleman,,
nm7833354,Matt Wenham,,
nm7833462,Timur Uelker,,
nm7833636,Sôichirô Hatano,,
nm7833637,Jeff Franklin,,
nm7833673,Stefannie Smith,,
nm7833693,Emi Miyajima,,
nm7833694,Sei Hatsuno,,
nm7833717,Tex de Wit,,
nm7833973,Santanu Dey,,
nm7834052,Sylvain Kauffman,,
nm7834192,Jacob Dudman,1997,
nm7834211,Hayley Wayne,,
nm7834230,Ramchandra Gaonkar,,
nm7834233,Pratap Phad,,
nm7834282,Hye-ran Ji,,
nm7834345,Lara Crooks,,
nm7834352,Thelma Farnes Ottersen,,
nm7834418,Eric Dubay,,
nm7834434,Jill Bennett,,
nm7834435,Amelia Morris,,
nm7834436,Helena Baker,,
nm7834444,Jarno Pimperi,,
nm7834509,Yakov Avdeyenko,,
nm7834558,Vsevolod Afanasyev,1917,1995
nm7834575,Alex Koplow,,
nm7834612,Andriy Shtoharenko,,
nm7834624,Jis Joy,,
nm7835003,Will Scott,,
nm7835004,Dave Rea,,
nm7835005,Allysa Rose,,
nm7835016,Michelle Marie,,
nm7835124,Mykal-Michelle Harris,2012,
nm7835226,Nanami Higuchi,,
nm7835334,Munn Singh,,
nm7835384,Shuo Deng,,
nm7835387,Chandni,,
nm7835465,Adela Vrinceanu Celebidachi,,
nm7835480,Thibault Weewauters,,
nm7835482,Akshay Tanksale,,
nm7835490,Muhammed Shafeekh,,
nm7835509,Niall Coley,,
nm7835634,Laura Hale,,
nm7835635,Mike Brady,,
nm7835687,Evan Weidenkeller,1989,
nm7835690,Yûki Kobayashi,,
nm7835695,Onyok Pineda,,
nm7835704,Max Volovik,,
nm7835741,Yoshitoki Oima,,
nm7835748,Tori Pavone Barmoy,,
nm7835797,Pierre Garnier,,
nm7835801,Emily Cantrill,,
nm7835805,Mari Doi,,
nm7835942,Ema Svábenská,2007,
nm7835963,Vanina Marsot,,
nm7835996,Risae Matsuda,1993,
nm7835997,Halil Söyletmez,,
nm7836033,Simran Natekar,1997,
nm7836101,Raul Arevalo,,
nm7836141,Vern Rose,,
nm7836152,Ariel Mortman,1994,
nm7836346,Romy Gevers,,
nm7836466,Celine Decoox,,
nm7836578,Josh James,,
nm7836745,Kirsten Kahler,,
nm7836810,Mae Tan,,
nm7836905,Sally Butler,,
nm7836986,Diego Espana,,
nm7837072,Iara Riça,1965,2021
nm7837130,Julian Beutel,,
nm7837144,Willie Muse,,
nm7837145,Burn One,,
nm7837191,Charles Bilal,,
nm7837202,Holly Allen,,
nm7837204,Vivek,,
nm7837205,Dr. Praveen,,
nm7837206,T.S. Vishnu,,
nm7837207,Shaijal P.V.,,
nm7837215,Dinakar Thoogudeepa,,
nm7837216,Chinthan,,
nm7837217,K.V. Satya Prakash,,
nm7837226,Sharafudheen,,
nm7837245,Cryss Cordero,,
nm7837273,Visakh,,
nm7837275,Vinod,,
nm7837302,Ludivine Bantigny,,
nm7837491,Yoon-Jung Lee,,
nm7837494,David Ramage,,
nm7837495,Rick Garman,,
nm7837517,Brett Meyer,,
nm7837649,Desarae A. Dotson,1998,
nm7837742,Sofya Spektor,,
nm7837771,Arnaud de Crémiers,,
nm7837895,Håkon Bøhmer,,
nm7837906,François Ruffin,,
nm7837907,Johanna Silva,,
nm7837994,Josh Walther,,
nm7837995,Kevin Cotter,,
nm7838014,Brooke Lyons,,
nm7838052,Marc Edwards,,
nm7838158,Nivedita Shukla,,
nm7838166,Egypt Criss,,
nm7838227,Renee K. Smith,,
nm7838283,Tea Jo,,
nm7838284,Bizhan Shirmarz,,
nm7838346,Eric Sabbag,,
nm7838351,Fred Lenoir,,
nm7838474,Kevin Finn,,
nm7838602,Channegowda,,
nm7838650,Germain Arroyo,,
nm7838730,Sam Furman,,
nm7838776,Mark S. Luckie,,
nm7838777,Ritchie Torres,1988,
nm7838852,Iñaki Godoy,,
nm7838902,Edie Yvonne,,
nm7838953,Samora Bergtop,,
nm7838965,Wellington Abreu,,
nm7838966,Fabiana Freitas,,
nm7838969,Rakesh Galebhe,,
nm7838989,Norman Parker,,
nm7839008,Karen Huger,1963,
nm7839010,Gizelle Bryant,1970,
nm7839011,Robyn Dixon,1979,
nm7839083,Jaelynne Wallace Ruane,,
nm7839107,Bat 'Batman' Baxter,,
nm7839130,Lauren Gibson,,
nm7839151,Joe Knopp,1974,
nm7839227,Manoj Nair,,
nm7839228,Sanker Sharma,,
nm7839230,Ehsan Yarshater,1920,2018
nm7839317,Sumit Thakur,,
nm7839318,Navi Bhangu,,
nm7839319,Kanan Malhotra,,
nm7839320,Kamaljeet Rana,,
nm7839325,Farnaz Shetty,1968,
nm7839327,Basant Bhatt,,
nm7839329,Pravisht Mishra,,
nm7839401,Tyna Ezenma,,
nm7839427,Ketan Kava,,
nm7839428,Vaibhav Thakkar,,
nm7839430,Mukesh Pandey,,
nm7839507,Helen Rogers,,
nm7839509,Tomas Eiselt,,
nm7839608,Garry Jenkins,,
nm7839677,Jayan K. Nair,,
nm7839678,Freemu Varghese,,
nm7839700,Xin Liu,,
nm7839784,Luis Felipe Fernández-Salvador y Bolona,,
nm7839872,Jeremy Bannister,,
nm7839879,Alix Vaillot,,
nm7840062,Brian Hieggelke,,
nm7840131,Donal Brophy,,
nm7840206,Pavel Brenner,,
nm7840373,Bryan Roof,,
nm7840403,Shun Horie,,
nm7840404,Riko Kohara,,
nm7840472,Seederman,,
nm7840473,Christopher Roy Dick,,
nm7840474,Jeff,,
nm7840475,Douche!,,
nm7840549,Eden Kuriakosse,,
nm7840553,Navis Xaviour,,
nm7840586,Yoko Fukushima,,
nm7840630,Chandler Bolnick,,
nm7840691,Faith Malonte,,
nm7840701,Tsovinar Khachatryan,,
nm7840702,Masis Baghdasaryan,,
nm7840707,Israel Battres,,
nm7840811,Jeff Lawrence,,
nm7840820,Akbar Ghadami,,
nm7840821,Majid Alam Beigi,,
nm7840828,Parviz Bashardoost,,
nm7840833,Hossein Daneshkadeh,,
nm7840835,Mohammad Taghi Dorri,,
nm7840854,Eric Silvera,,
nm7840894,Huseyin Bas,,
nm7840895,Ferdi Karamese,,
nm7840897,Dilek Arman,,
nm7840927,James Clements,,
nm7840931,Josh Madell,,
nm7841039,Amber Belko,,
nm7841040,Char Calaquian,,
nm7841041,Jeremy DeMoss,,
nm7841042,Destin Dern,,
nm7841043,Michael Flores,,
nm7841056,Kiyoto Wada,,
nm7841097,Jenn DeLeo,,
nm7841808,Abigail Stanton,,
nm7841876,Brad Smith,,
nm7841880,The Scroll,,
nm7841881,Krystal,,
nm7841896,Murat Ugurlu,,
nm7841899,Gizem Basaran,,
nm7841914,Carla Ciccone,,
nm7841948,Betsy Berenson,,
nm7841953,Hannah Rose Dexter,,
nm7842008,MarcusAskew,,
nm7842029,Afshin Nakhaee,,
nm7842252,Drew Bolton,,
nm7842264,Mayssa Maghrebi,1983,
nm7842280,Dorothy Dent,1942,
nm7842291,Thomas Buxereau,,
nm7842292,Daniel Mercieca,,
nm7842293,Aiden Debono,,
nm7842294,James Ritchie,,
nm7842298,Ethan Kavanagh,,
nm7842317,Rita Alexics,,
nm7842495,Jason Homewood,,
nm7842501,Edward Barber,,
nm7842517,Deirdre Koczur,,
nm7842677,Nicola Baraglia,,
nm7842700,Peter Carmichael,,
nm7842852,Julien Bernatchez,,
nm7842983,Tim Longo,,
nm7842996,Michael John Treanor,,
nm7843028,Guilherme Algon,,
nm7843121,Marcos Ribas,,
nm7843221,Danny Gray,,
nm7843248,Shivaraj Mehu,,
nm7843279,K. Madesh,,
nm7843295,Aaron Anderson,,
nm7843296,David Burley,,
nm7843310,Rea Lest,,
nm7843316,Al Wallcat,,
nm7843435,Nick Perry,,
nm7843530,Francimar Barroso,,
nm7843590,Stephanne Erasmus,,
nm7843667,Paula Cvjetkovic,,
nm7843704,Shih-Ming Huang,,
nm7843743,Chandrakant Dani,,
nm7843763,Michelle Grondine,1986,
nm7843777,Nei Lu,,
nm7843799,Levan Uchaneishvili,,
nm7843830,Hsin-Yu Chuang,2008,
nm7843867,D.J. Maze,,
nm7843906,Ruchikaa Kapoor Sheikh,,
nm7843932,Jean-Louis Alexandre,,
nm7843935,Natalie Moreno,,
nm7843936,Kayla de St. Jean,,
nm7843943,London Elektricity,,
nm7843944,Kalvin Evans,,
nm7843945,Daniel Laudick,,
nm7844051,Ga-Ram Kim,,
nm7844233,Natalie Putnam,,
nm7844246,Victoria Delisle,,
nm7844308,Jordan Crair,,
nm7844318,Oscar Mansky,,
nm7844347,Jonathan Jones,,
nm7844364,Will Beck,,
nm7844376,Zachary Gonzalez-Landis,,
nm7844437,Akhtar Hossain,,
nm7844540,Ekin Uzeltuzenci,,
nm7844589,Davood Rahmani,,
nm7844620,Craig Woerpel,,
nm7844640,Luke Lowrey,,
nm7844665,Galen Rosenthal,,
nm7844793,Juliane Vasbender,,
nm7844800,Derrick A. King,,
nm7844852,Dapper Dan,,
nm7844871,Silke Burmeister,,
nm7845118,Chris K. Daniels,1998,
nm7845119,Jenny Whipple,,
nm7845237,Morgan Geyser,,
nm7845238,Anissa Weier,,
nm7845286,Alistair Cave,,
nm7845306,Nie Sheng-jie,,
nm7845309,Yi Li,,
nm7845310,Rong Ma,,
nm7845312,Liu Yong,,
nm7845313,Chen Jingxing,,
nm7845346,Grace Beedie,1999,
nm7845498,Deka The Bros,,
nm7845508,Patrick Ciccone,,
nm7845509,Guillaume Couture,,
nm7845533,Michael Roberts,,
nm7845554,Linda Castillo,,
